country_code,country_name,indicator_code,indicator_name,year,value
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2011,95.6363487649272
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2010,66.7027150376276
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2009,68.4655938651118
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2008,82.5773483806233
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2007,79.6795292320647
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2006,84.6389442624741
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2005,83.8940482059345
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2004,78.6051459613386
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2003,72.0630719982325
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2002,72.5085662959225
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2001,73.6107613220545
BH,Bahrain,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2000,79.1806670285974
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,57.7301505140508
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,60.4493063070643
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,51.7263630655345
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,43.7131472290911
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,52.0582560763879
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,57.311462753412
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,51.1963155925274
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,47.632285262531
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,53.7653724505163
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2014,68.5055251263225
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2013,70.8610179890485
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2012,74.7318371141504
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2011,73.2176749998524
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2010,66.6735112696735
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2009,59.4336343544442
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2008,66.7595495181702
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2007,63.4150383970829
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2006,65.5457337246984
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2005,63.9760608989031
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2004,56.9171133832286
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2003,52.0915105977347
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2002,44.6160483175151
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2001,51.3084112149533
KW,Kuwait,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2000,56.4721744466436
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,61.5843427385221
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,63.2505019129513
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,53.329759351918
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,47.0548733691481
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,49.4929030047786
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,50.6224420190996
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,45.7165464756476
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,41.3196247446948
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,49.652560938135
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2014,61.4401786616091
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2013,66.0316248510717
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2012,62.7218547578454
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2011,63.9174704172791
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2010,59.0956382553021
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2009,52.7902973909699
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2008,56.6730874556165
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2007,54.6159437848316
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2006,53.783801943669
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2005,55.2943072280332
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2004,49.7630983256505
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2003,49.8417471950873
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2002,51.0785120705402
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2001,52.0607629332053
OM,Oman,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2000,52.8812450343506
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,68.5984088244276
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,58.7259734800718
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,49.1188186996108
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,52.1888123216489
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,55.9417987832289
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,52.8894050317104
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,47.71385375834
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,57.0615202477184
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2014,67.9980763543451
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2013,72.7177968643942
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2012,76.4724132962001
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2011,72.619706501698
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2010,63.0733572887292
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2009,51.1348760906328
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2008,61.3623526215314
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2007,60.2773718602663
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2006,62.8177301668238
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2005,65.0850448205021
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2004,64.1682249463259
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2003,61.6975823867948
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2002,60.3427728278758
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2001,65.8928571428571
QA,Qatar,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2000,67.2833585991399
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2023,30.2425196271434
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2022,35.9850098955522
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2021,29.1556614026837
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2020,23.8098115262185
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2019,32.159204977113
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2018,35.5209831625769
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2017,32.3625378991189
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2016,29.1430897114591
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2015,31.4401316153804
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2014,45.0958458227862
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2013,50.3725164415794
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2012,53.1198476436365
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2011,55.2733461365779
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2010,49.5697145263124
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2009,47.0886206534391
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2008,62.1115020331022
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2007,59.9374401392842
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2006,59.8319082445442
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2005,57.050742989557
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2004,50.9853310838178
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2003,45.8541491871159
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2002,40.94880327191
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2001,39.633694222871
SA,Saudi Arabia,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),2000,43.4052690306903
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2023,92.1988402202852
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2022,83.6896720086852
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2021,82.2667807989604
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2020,83.2194206348057
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2019,70.5198438247132
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2018,63.9040468937061
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2017,70.7391461078281
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2016,70.9202657048941
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2015,70.4236396453939
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2014,64.7417589776089
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2013,61.6429004451015
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2012,61.036828248069
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2011,58.5481385028301
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2010,58.0401747714045
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2009,73.8086264961866
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2008,69.6456553241827
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2007,64.4140553654625
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2006,50.8428719062721
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2005,51.9675602523703
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2004,53.0548827099662
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2003,46.3769702756087
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2002,43.5683114306968
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2001,40.7053546013305
AE,United Arab Emirates,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2000,
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2023,70.0967107297264
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2022,71.1798757519344
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2021,67.5250978124398
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2020,65.0065491894219
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2019,62.3231194108364
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2018,68.3599998924555
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2017,64.1753776714721
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2016,62.2347072046616
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2015,68.5719566006692
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2014,76.3503224222473
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2013,83.7628572125021
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2012,80.5583845887584
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2011,71.8932922709265
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2010,48.8587714119882
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2009,49.4981315443774
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2008,63.3051627651981
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2007,58.1055213402395
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2006,62.4652368065147
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2005,64.4194769029886
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2004,62.1321640785849
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2003,56.0285101569836
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2002,58.6250679204693
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2001,53.4155049554821
BH,Bahrain,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2000,56.6284682992678
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2023,38.3496376441492
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2022,30.4711053899552
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2021,30.2755763948616
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2020,38.2993629002141
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2019,39.6274563132075
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2018,45.4741679015879
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2017,46.6437308648816
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2016,48.5253871133306
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2015,44.9346159950322
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2014,31.5316647155213
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2013,26.7444733437666
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2012,26.2795979898817
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2011,25.8988177648389
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2010,30.3545103903329
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2009,29.3774306307015
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2008,25.9239067335019
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2007,28.3174649945059
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2006,24.1673594733538
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2005,28.2666191953614
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2004,32.3805282958548
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2003,34.463664909723
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2002,36.6091458153581
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2001,35.5420560747664
KW,Kuwait,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2000,30.1461500566105
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2023,44.8623882596847
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2022,42.4945073677033
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2021,42.6197283774124
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2020,44.8210174322991
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2019,36.9852980265451
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2018,38.6567758071851
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2017,43.236601542648
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2016,41.5446394571953
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2015,46.7250192470997
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2014,40.8385424265209
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2013,46.511896912702
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2012,39.3529056464546
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2011,37.7242615226627
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2010,37.2909163665466
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2009,38.8376379437297
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2008,38.0888155320996
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2007,40.2498451929031
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2006,32.3619060417443
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2005,31.4669948140986
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2004,38.8482088033945
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2003,35.0048895384907
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2002,32.5752365059141
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2001,32.4662395614949
OM,Oman,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2000,28.5320372014768
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2023,
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2022,31.6152320211846
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2021,34.0531162826245
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2020,40.9001670287525
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2019,37.857481090107
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2018,35.896544490065
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2017,38.6051524468751
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2016,41.8337693846697
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2015,36.6461536893634
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2014,31.0362375409308
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2013,29.6653575146295
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2012,29.2738731373351
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2011,26.1019286002011
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2010,24.037839747735
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2009,29.0092868820684
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2008,28.0704890331591
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2007,35.8367338498442
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2006,35.7531891467481
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2005,29.660499349131
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2004,26.2042038922363
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2003,28.4673663075073
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2002,28.1269507973441
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2001,29.0758145363409
QA,Qatar,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2000,22.3293011168518
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2023,23.9264922012249
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2022,20.839154879381
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2021,21.728264937195
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2020,23.7233476988295
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2019,24.6346155115383
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2018,23.5819273071372
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2017,27.169441258704
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2016,28.7785737995774
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2015,35.6651376146789
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2014,32.9042652949498
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2013,29.8789849870989
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2012,28.6208309025235
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2011,29.0860881073216
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2010,32.9799704964413
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2009,37.7697209090451
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2008,33.9911288411164
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2007,34.9258769574815
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2006,30.1126964323542
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2005,24.9033329514589
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2004,24.0975055731163
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2003,23.977021521626
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2002,23.6439941380154
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2001,23.9268894565803
SA,Saudi Arabia,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),2000,24.7611797698264
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2023,68618107556.1606
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2022,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2021,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2020,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2019,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2018,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2017,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2016,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2015,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2014,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2013,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2012,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2011,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2010,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2009,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2008,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2007,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2006,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2005,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2004,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2003,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2002,
AE,United Arab Emirates,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)",2001,
